"","esv_id","kpcofgs","site_name","total_sample_number","total_percent_match","total_number_species"
"642","ESV_027507","Eukaryota, unk_phylum, Phaeophyceae, , , , ","NPB",67,78.5,7
"643","ESV_027507","Eukaryota, unk_phylum, Phaeophyceae, , , , ","NVP4",1010,78.5,7
"644","ESV_027508","Eukaryota, Oomycota, , , , , ","NPB",51,79.8,15
"645","ESV_027509","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NPB",50,85.2,1
"646","ESV_027510","Eukaryota, Haptista, Haptophyta, Isochrysidales, Isochrysidaceae, Isochrysis, Isochrysis galbana","CUL1",390,79.8,1
"647","ESV_027510","Eukaryota, Haptista, Haptophyta, Isochrysidales, Isochrysidaceae, Isochrysis, Isochrysis galbana","MO1",92,79.8,1
"648","ESV_027510","Eukaryota, Haptista, Haptophyta, Isochrysidales, Isochrysidaceae, Isochrysis, Isochrysis galbana","NEC",34,79.8,1
"649","ESV_027510","Eukaryota, Haptista, Haptophyta, Isochrysidales, Isochrysidaceae, Isochrysis, Isochrysis galbana","NPB",49,79.8,1
"650","ESV_027510","Eukaryota, Haptista, Haptophyta, Isochrysidales, Isochrysidaceae, Isochrysis, Isochrysis galbana","NVBR",484,79.8,1
"651","ESV_027510","Eukaryota, Haptista, Haptophyta, Isochrysidales, Isochrysidaceae, Isochrysis, Isochrysis galbana","PIER",536,79.8,1
"652","ESV_027511","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","CUL1",130,84.5,1
"653","ESV_027511","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","MO1",502,84.5,1
"654","ESV_027511","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NEC",31,84.5,1
"655","ESV_027511","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NPB",30,84.5,1
"656","ESV_027511","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NVBR",293,84.5,1
"657","ESV_027511","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","PIER",584,84.5,1
"658","ESV_027512","Eukaryota, Oomycota, , , , , ","NPB",29,81.6,4
"659","ESV_027513","Eukaryota, , , , , , ","NPB",27,86.5,4
"660","ESV_027514","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, Haptoglossa sp. DM2 4/12","CUL1",185,79.8,1
"661","ESV_027514","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, Haptoglossa sp. DM2 4/12","MO1",1061,79.8,1
"662","ESV_027514","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, Haptoglossa sp. DM2 4/12","NDC",78,79.8,1
"663","ESV_027514","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, Haptoglossa sp. DM2 4/12","NEC",47,79.8,1
"664","ESV_027514","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, Haptoglossa sp. DM2 4/12","NPB",23,79.8,1
"665","ESV_027514","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, Haptoglossa sp. DM2 4/12","NVBR",591,79.8,1
"666","ESV_027514","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, Haptoglossa sp. DM2 4/12","PIER",4658,79.8,1
"667","ESV_027515","Eukaryota, Oomycota, , , , , ","NPB",22,79.8,15
"668","ESV_027516","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NPB",19,85.8,1
"669","ESV_027517","Eukaryota, , , , , , ","NPB",19,79.1,22
"670","ESV_027518","Eukaryota, Oomycota, , , , , ","NPB",17,79.1,20
"671","ESV_027519","Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Nannochloropsis, ","NPB",12,85.3,2
"672","ESV_027520","Eukaryota, Oomycota, , , , , ","NPB",11,81,25
"673","ESV_027521","Eukaryota, Oomycota, , , , , ","NPB",10,79.1,12
"674","ESV_027522","Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Nannochloropsis, Nannochloropsis oceanica","NPB",9,87.7,1
"675","ESV_027523","Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae, Pythium, ","NEC",9,82.2,11
"676","ESV_027523","Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae, Pythium, ","NPB",9,82.2,11
"677","ESV_027524","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NPB",8,83.2,1
"678","ESV_027525","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Thalassiosiraceae, Thalassiosira, Thalassiosira nordenskioeldii","MO1",197,85.9,1
"679","ESV_027525","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Thalassiosiraceae, Thalassiosira, Thalassiosira nordenskioeldii","NEC",21,85.9,1
"680","ESV_027525","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Thalassiosiraceae, Thalassiosira, Thalassiosira nordenskioeldii","NPB",8,85.9,1
"681","ESV_027525","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Thalassiosiraceae, Thalassiosira, Thalassiosira nordenskioeldii","NVBR",108,85.9,1
"682","ESV_027525","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Thalassiosiraceae, Thalassiosira, Thalassiosira nordenskioeldii","PIER",285,85.9,1
"683","ESV_027526","Eukaryota, Oomycota, , , , , ","NPB1",342,82.8,7
"684","ESV_027527","Eukaryota, Rotifera, Eurotatoria, Ploima, Lecanidae, Lecane, Lecane sp. bulla5","NPB1",293,86,1
"685","ESV_027528","Eukaryota, Mollusca, Bivalvia, Galeommatida, Montacutidae, Kurtiella, Kurtiella bidentata","NPB1",200,83.4,1
"686","ESV_027529","Eukaryota, unk_phylum, Chrysophyceae, Chromulinales, Chromulinaceae, Spumella, Spumella vulgaris","NPB1",187,79.3,1
"687","ESV_027530","Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae, , ","NPB1",171,92.6,5
"688","ESV_027531","Eukaryota, unk_phylum, Xanthophyceae, Mischococcales, Botryidiopsidaceae, Botrydiopsis, Botrydiopsis alpina","NPB1",149,86.5,1
"689","ESV_027532","Eukaryota, unk_phylum, Xanthophyceae, , , , ","NPB1",113,82.8,2
"690","ESV_027533","Eukaryota, unk_phylum, Xanthophyceae, Mischococcales, Botryidiopsidaceae, Botrydiopsis, Botrydiopsis alpina","NPB1",104,87.7,1
"691","ESV_027534","Eukaryota, Mollusca, Bivalvia, Galeommatida, Montacutidae, Kurtiella, Kurtiella bidentata","NPB1",95,83.4,1
"692","ESV_027535","Eukaryota, , , , , , ","NPB1",95,82.8,9
"693","ESV_027536","Eukaryota, unk_phylum, Xanthophyceae, , , , ","NPB1",74,85.9,2
"694","ESV_027537","Eukaryota, unk_phylum, Xanthophyceae, , , , ","NPB1",46,82.8,2
"695","ESV_027538","Eukaryota, Arthropoda, Arachnida, , , , ","NPB1",41,82.2,1
"696","ESV_027539","Eukaryota, unk_phylum, Xanthophyceae, Mischococcales, Botryidiopsidaceae, Botrydiopsis, Botrydiopsis alpina","NPB1",40,87.1,1
"697","ESV_027540","Eukaryota, , , , , , ","NPB1",37,77.9,10
"698","ESV_027541","Eukaryota, Arthropoda, Insecta, Lepidoptera, Noctuidae, Homoglaea, Homoglaea dives","NPB1",36,100,1
"699","ESV_027542","Eukaryota, , , , , , ","NPB1",29,73.6,16
"700","ESV_027543","Eukaryota, , , , , , ","NPB1",28,81.6,10
"701","ESV_027544","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","CUL1",980,85.2,1
"702","ESV_027544","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","MO1",6837,85.2,1
"703","ESV_027544","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NDC",1425,85.2,1
"704","ESV_027544","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NEC",320,85.2,1
"705","ESV_027544","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NPB1",26,85.2,1
"706","ESV_027544","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NVBR",3714,85.2,1
"707","ESV_027544","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NVP2",20,85.2,1
"708","ESV_027544","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","PIER",7789,85.2,1
"709","ESV_027545","Eukaryota, Oomycota, , , , , ","NPB1",26,75.5,11
"710","ESV_027546","Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae, , ","NPB1",17,92,5
"711","ESV_027547","Eukaryota, , , , , , ","NPB1",17,73.6,12
"712","ESV_027548","Eukaryota, Bacillariophyta, Bacillariophyceae, Bacillariales, Bacillariaceae, Nitzschia, ","NPB1",16,80.4,3
"713","ESV_027549","Eukaryota, unk_phylum, Chrysophyceae, Chromulinales, Chromulinaceae, Spumella, Spumella vulgaris","NPB1",15,78.7,1
"714","ESV_027550",", , , , , , ","NPB1",13,NA,NA
"715","ESV_027551","Eukaryota, unk_phylum, Chrysophyceae, Chromulinales, Chromulinaceae, Spumella, Spumella vulgaris","NPB1",12,78.7,1
"716","ESV_027552","Eukaryota, Bacillariophyta, Bacillariophyceae, Bacillariales, Bacillariaceae, Nitzschia, Nitzschia sp. BOLD:AAO7110","NPB1",11,88.3,1
"717","ESV_027553","Eukaryota, unk_phylum, Xanthophyceae, Mischococcales, Botryidiopsidaceae, Botrydiopsis, Botrydiopsis alpina","NPB1",11,87.1,1
"718","ESV_027554","Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae, , ","NPB1",10,92,5
"719","ESV_027555","Eukaryota, , , , , , ","NPB1",10,86.5,4
"720","ESV_027556","Eukaryota, , , , , , ","NPB1",9,73.6,16
"721","ESV_027557","Eukaryota, Oomycota, , , , , ","NPB1",9,83.4,3
"722","ESV_027558","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","CUL1",63,85.2,1
"723","ESV_027558","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","MO1",602,85.2,1
"724","ESV_027558","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NEC",16,85.2,1
"725","ESV_027558","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NPB1",8,85.2,1
"726","ESV_027558","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NVBR",562,85.2,1
"727","ESV_027558","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","PIER",392,85.2,1
"728","ESV_027559","Eukaryota, Arthropoda, Branchiopoda, Diplostraca, Moinidae, Moina, ","NPB1",8,97.5,7
"729","ESV_027559","Eukaryota, Arthropoda, Branchiopoda, Diplostraca, Moinidae, Moina, ","NWP (NCOS West Pond)",2734,97.5,7
"730","ESV_027560","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, , ","NEC",1009,79.8,7
"731","ESV_027560","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, , ","NVBR",10,79.8,7
"732","ESV_027561","Eukaryota, , , , , , ","CUL1",11,86.5,7
"733","ESV_027561","Eukaryota, , , , , , ","MO1",19,86.5,7
"734","ESV_027561","Eukaryota, , , , , , ","NEC",172,86.5,7
"735","ESV_027561","Eukaryota, , , , , , ","NVBR",12,86.5,7
"736","ESV_027562","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, , ","CUL1",17,84.7,9
"737","ESV_027562","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, , ","NEC",50,84.7,9
"738","ESV_027563","Eukaryota, Oomycota, , , , , ","NEC",49,87.1,2
"739","ESV_027564","Eukaryota, , , , , , ","NEC",48,78.5,4
"740","ESV_027564","Eukaryota, , , , , , ","NVBR",23,78.5,4
"741","ESV_027565","Eukaryota, Tubulinea, Elardia, Arcellinida, Hyalospheniidae, , ","NEC",44,79.8,7
"742","ESV_027566","Eukaryota, Oomycota, , , , , ","NEC",42,86.5,2
"743","ESV_027567","Eukaryota, Haptista, Haptophyta, Isochrysidales, Isochrysidaceae, Isochrysis, Isochrysis galbana","MO1",10,79.8,1
"744","ESV_027567","Eukaryota, Haptista, Haptophyta, Isochrysidales, Isochrysidaceae, Isochrysis, Isochrysis galbana","NEC",42,79.8,1
"745","ESV_027567","Eukaryota, Haptista, Haptophyta, Isochrysidales, Isochrysidaceae, Isochrysis, Isochrysis galbana","NVBR",255,79.8,1
"746","ESV_027567","Eukaryota, Haptista, Haptophyta, Isochrysidales, Isochrysidaceae, Isochrysis, Isochrysis galbana","PIER",221,79.8,1
"747","ESV_027568","Eukaryota, Oomycota, unk_class, Albuginales, Albuginaceae, Albugo, Albugo sp. YJC-2014","NEC",41,82.8,1
"748","ESV_027568","Eukaryota, Oomycota, unk_class, Albuginales, Albuginaceae, Albugo, Albugo sp. YJC-2014","NVBR",192,82.8,1
"749","ESV_027568","Eukaryota, Oomycota, unk_class, Albuginales, Albuginaceae, Albugo, Albugo sp. YJC-2014","PIER",30,82.8,1
"750","ESV_027569","Eukaryota, Bacillariophyta, , , , , ","Coprvp1",29,84,2
"751","ESV_027569","Eukaryota, Bacillariophyta, , , , , ","CUL1",45,84,2
"752","ESV_027569","Eukaryota, Bacillariophyta, , , , , ","MO1",272,84,2
"753","ESV_027569","Eukaryota, Bacillariophyta, , , , , ","NEC",35,84,2
"754","ESV_027569","Eukaryota, Bacillariophyta, , , , , ","NVBR",495,84,2
"755","ESV_027569","Eukaryota, Bacillariophyta, , , , , ","PIER",3242,84,2
"756","ESV_027570","Eukaryota, , , , , , ","NEC",33,84.7,4
"757","ESV_027571","Eukaryota, , , , , , ","NEC",30,76.7,4
"758","ESV_027571","Eukaryota, , , , , , ","NVBR",11,76.7,4
"759","ESV_027572","Eukaryota, , , , , , ","MO1",24,74.2,4
"760","ESV_027572","Eukaryota, , , , , , ","NEC",25,74.2,4
"761","ESV_027572","Eukaryota, , , , , , ","NVBR",160,74.2,4
"762","ESV_027572","Eukaryota, , , , , , ","PIER",483,74.2,4
"763","ESV_027573","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, , ","NEC",24,79.1,7
"764","ESV_027574","Eukaryota, , , , , , ","NEC",22,75.5,2
"765","ESV_027574","Eukaryota, , , , , , ","NVBR",50,75.5,2
"766","ESV_027575","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NEC",21,85.8,1
"767","ESV_027576","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","CUL1",102,84.5,1
"768","ESV_027576","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","MO1",658,84.5,1
"769","ESV_027576","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NEC",21,84.5,1
"770","ESV_027576","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NVBR",717,84.5,1
"771","ESV_027576","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","PIER",883,84.5,1
"772","ESV_027577","Eukaryota, Bacillariophyta, Bacillariophyceae, Naviculales, Naviculaceae, Navicula, Navicula sp. BOLD:AAO6951","NEC",20,92,1
"773","ESV_027578","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NEC",20,85.8,1
"774","ESV_027579","Eukaryota, Bacillariophyta, , , , , ","NEC",17,84.7,2
"775","ESV_027579","Eukaryota, Bacillariophyta, , , , , ","NVBR",251,84.7,2
"776","ESV_027579","Eukaryota, Bacillariophyta, , , , , ","PIER",3421,84.7,2
"777","ESV_027580","Eukaryota, , , , , , ","NEC",15,81.6,2
"778","ESV_027580","Eukaryota, , , , , , ","NVBR",46,81.6,2
"779","ESV_027581","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Skeletonemataceae, Skeletonema, Skeletonema menzelii","NEC",12,98.2,1
"780","ESV_027581","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Skeletonemataceae, Skeletonema, Skeletonema menzelii","NVBR",41,98.2,1
"781","ESV_027581","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Skeletonemataceae, Skeletonema, Skeletonema menzelii","PIER",115,98.2,1
"782","ESV_027582","Eukaryota, Rhodophyta, Bangiophyceae, Bangiales, Bangiaceae, Neoporphyra, Neoporphyra haitanensis","CUL1",9,85.9,1
"783","ESV_027582","Eukaryota, Rhodophyta, Bangiophyceae, Bangiales, Bangiaceae, Neoporphyra, Neoporphyra haitanensis","NEC",11,85.9,1
"784","ESV_027583","Eukaryota, Oomycota, , , , , ","NEC",11,85.9,2
"785","ESV_027584","Eukaryota, Oomycota, , , , , ","NEC",11,79.8,5
"786","ESV_027584","Eukaryota, Oomycota, , , , , ","NVP4",23,79.8,5
"787","ESV_027585","Eukaryota, Oomycota, , , , , ","NEC",10,81.6,23
"788","ESV_027586","Eukaryota, Oomycota, unk_class, Myzocytiopsidales, Myzocytiopsidaceae, Chlamydomyzium, Chlamydomyzium dictyuchoides","NEC",10,85.9,1
"789","ESV_027587","Eukaryota, Oomycota, unk_class, Myzocytiopsidales, Myzocytiopsidaceae, Chlamydomyzium, Chlamydomyzium dictyuchoides","NEC",9,86.5,1
"790","ESV_027588","Eukaryota, Oomycota, , , , , ","NEC",9,82.2,13
"791","ESV_027589","Eukaryota, Tubulinea, Elardia, Arcellinida, Hyalospheniidae, Gibbocarina, Gibbocarina galeata","NEC",9,79.8,1
"792","ESV_027590","Eukaryota, Haptista, Haptophyta, Prymnesiales, Chrysochromulinaceae, Chrysochromulina, ","NEC",9,79.8,2
"793","ESV_027590","Eukaryota, Haptista, Haptophyta, Prymnesiales, Chrysochromulinaceae, Chrysochromulina, ","NVBR",28,79.8,2
"794","ESV_027590","Eukaryota, Haptista, Haptophyta, Prymnesiales, Chrysochromulinaceae, Chrysochromulina, ","PIER",16,79.8,2
"795","ESV_027591","Eukaryota, Haptista, Haptophyta, Prymnesiales, Chrysochromulinaceae, Chrysochromulina, ","NEC",8,79.1,2
"796","ESV_027592","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NEC",8,83.9,1
"797","ESV_027593","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NEC",8,84.5,1
"798","ESV_027594","Eukaryota, Oomycota, , , , , ","NEC",8,85.9,4
"799","ESV_027595","Eukaryota, Chlorophyta, , , , , ","NVP2",1595,83.4,2
"800","ESV_027596","Eukaryota, unk_phylum, Xanthophyceae, Mischococcales, Botryidiopsidaceae, Botrydiopsis, Botrydiopsis alpina","NVP2",1031,84.7,1
"801","ESV_027597","Eukaryota, unk_phylum, Eustigmatophyceae, Goniochloridales, unk_family, Trachydiscus, Trachydiscus minutus","NVP2",827,83.4,1
"802","ESV_027597","Eukaryota, unk_phylum, Eustigmatophyceae, Goniochloridales, unk_family, Trachydiscus, Trachydiscus minutus","NVP4",84,83.4,1
"803","ESV_027598","Eukaryota, , , , , , ","NVP2",681,84,4
"804","ESV_027599","Eukaryota, , , , , , ","NVP2",341,84,3
"805","ESV_027600","Eukaryota, , , , , , ","NVP2",330,81.6,5
"806","ESV_027601","Eukaryota, , , , , , ","NVP2",60,80.4,4
"807","ESV_027602","Eukaryota, , , , , , ","NVP2",60,83.4,4
"808","ESV_027603","Eukaryota, Chlorophyta, Chlorodendrophyceae, Chlorodendrales, Chlorodendraceae, Tetraselmis, Tetraselmis subcordiformis","NVP2",52,83.4,1
"809","ESV_027604","Eukaryota, , , , , , ","NVP2",50,81,7
"810","ESV_027604","Eukaryota, , , , , , ","NWP (NCOS West Pond)",47,81,7
"811","ESV_027605","Eukaryota, Chlorophyta, , , , , ","NVP2",42,82.8,2
"812","ESV_027606","Eukaryota, Chlorophyta, , , , , ","NVP2",42,83.4,2
"813","ESV_027607","Eukaryota, Chlorophyta, , , , , ","NVP2",41,82.8,2
"814","ESV_027608","Eukaryota, unk_phylum, Eustigmatophyceae, Goniochloridales, unk_family, Trachydiscus, Trachydiscus minutus","NVP2",40,83.4,1
"815","ESV_027608","Eukaryota, unk_phylum, Eustigmatophyceae, Goniochloridales, unk_family, Trachydiscus, Trachydiscus minutus","NVP4",17,83.4,1
"816","ESV_027609","Eukaryota, , , , , , ","NVP2",35,81.6,7
"817","ESV_027610","Eukaryota, Arthropoda, Arachnida, , , , ","NVP2",30,76.1,1
"818","ESV_027611","Eukaryota, Chlorophyta, , , , , ","NVP2",24,82.8,2
"819","ESV_027612","Eukaryota, unk_phylum, Xanthophyceae, Mischococcales, Botryidiopsidaceae, Botrydiopsis, Botrydiopsis alpina","NVP2",23,84,1
"820","ESV_027613","Eukaryota, unk_phylum, Eustigmatophyceae, Goniochloridales, unk_family, Trachydiscus, Trachydiscus minutus","NVP2",21,83.4,1
"821","ESV_027614","Eukaryota, , , , , , ","NVP2",21,77.3,4
"822","ESV_027615","Eukaryota, Streptophyta, Coleochaetophyceae, Coleochaetales, Chaetosphaeridiaceae, Chaetosphaeridium, Chaetosphaeridium globosum","NVP2",20,81.6,1
"823","ESV_027616","Eukaryota, Chlorophyta, Chlorodendrophyceae, Chlorodendrales, Chlorodendraceae, Tetraselmis, Tetraselmis subcordiformis","NVP2",15,82.8,1
"824","ESV_027617","Eukaryota, Chlorophyta, Chloropicophyceae, Chloropicales, Chloropicaceae, Chloropicon, ","NVP2",15,82.8,2
"825","ESV_027618","Eukaryota, unk_phylum, Xanthophyceae, Mischococcales, Botryidiopsidaceae, Botrydiopsis, Botrydiopsis alpina","NVP2",14,85.3,1
"826","ESV_027618","Eukaryota, unk_phylum, Xanthophyceae, Mischococcales, Botryidiopsidaceae, Botrydiopsis, Botrydiopsis alpina","NVP4",14,85.3,1
"827","ESV_027619","Eukaryota, Chlorophyta, Chlorodendrophyceae, Chlorodendrales, Chlorodendraceae, Tetraselmis, Tetraselmis subcordiformis","NVP2",13,84,1
"828","ESV_027620","Eukaryota, , , , , , ","NVP2",13,84,3
"829","ESV_027621","Eukaryota, , , , , , ","NVP2",12,83.4,5
"830","ESV_027622","Eukaryota, Chlorophyta, Chlorodendrophyceae, Chlorodendrales, Chlorodendraceae, Tetraselmis, Tetraselmis subcordiformis","NVP2",12,82.8,1
"831","ESV_027623","Eukaryota, Chlorophyta, Mamiellophyceae, Dolichomastigales, Dolichomastigaceae, Dolichomastix, Dolichomastix tenuilepis","NVP2",12,84.7,1
"832","ESV_027623","Eukaryota, Chlorophyta, Mamiellophyceae, Dolichomastigales, Dolichomastigaceae, Dolichomastix, Dolichomastix tenuilepis","NVP4",33,84.7,1
"833","ESV_027624","Eukaryota, Rotifera, Eurotatoria, Ploima, Brachionidae, Brachionus, Brachionus quadridentatus","NVP2",11,73,1
"834","ESV_027625","Eukaryota, Chlorophyta, Mamiellophyceae, Monomastigales, Monomastigaceae, Monomastix, Monomastix minuta","NVP2",11,89,1
"835","ESV_027626","Eukaryota, Arthropoda, Insecta, Odonata, Libellulidae, Sympetrum, Sympetrum corruptum","NVP2",11,99.4,1
"836","ESV_027627","Eukaryota, Chlorophyta, , , , , ","NVP2",11,82.2,2
"837","ESV_027628","Eukaryota, unk_phylum, Eustigmatophyceae, Goniochloridales, unk_family, Trachydiscus, Trachydiscus minutus","NVP2",10,86.5,1
"838","ESV_027629","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, ","NVP2",8,84.7,2
"839","ESV_027630","Eukaryota, Haptista, Haptophyta, , , , ","CUL1",173,77.9,2
"840","ESV_027630","Eukaryota, Haptista, Haptophyta, , , , ","NVBR",24,77.9,2
"841","ESV_027631","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","CUL1",84,85.8,1
"842","ESV_027631","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","MO1",257,85.8,1
"843","ESV_027631","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NVBR",206,85.8,1
"844","ESV_027632","Eukaryota, Discosea, unk_class, Longamoebia, Acanthamoebidae, Acanthamoeba, ","CUL1",67,93.3,3
"845","ESV_027632","Eukaryota, Discosea, unk_class, Longamoebia, Acanthamoebidae, Acanthamoeba, ","NVBR",101,93.3,3
"846","ESV_027633","Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae, , ","CUL1",66,77.3,7
"847","ESV_027634","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","CUL1",21,85.2,1
"848","ESV_027635","Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae, , ","CUL1",21,84.7,30
"849","ESV_027636","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","CUL1",15,84.5,1
"850","ESV_027636","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NDC",24,84.5,1
"851","ESV_027637","Eukaryota, Mollusca, Bivalvia, Galeommatida, Montacutidae, Kurtiella, Kurtiella bidentata","CUL1",12,83.4,1
"852","ESV_027638","Eukaryota, , , , , , ","CUL1",11,73,20
"853","ESV_027639","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","CUL1",10,83.9,1
"854","ESV_027640","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","CUL1",9,83.2,1
"855","ESV_027640","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","PIER",83,83.2,1
"856","ESV_027641","Eukaryota, Arthropoda, Collembola, Entomobryomorpha, Isotomidae, , ","CUL1",9,89.8,2
"857","ESV_027642","Eukaryota, Chlorophyta, Mamiellophyceae, Dolichomastigales, Dolichomastigaceae, Dolichomastix, Dolichomastix tenuilepis","Coprvp1",3218,84,1
"858","ESV_027643","Eukaryota, , , , , , ","Coprvp1",2737,82.8,4
"859","ESV_027644","Eukaryota, Oomycota, , , , , ","Coprvp1",1396,81,15
"860","ESV_027645","Eukaryota, Arthropoda, Arachnida, , , , ","Coprvp1",1330,73.6,2
"861","ESV_027646","Eukaryota, Arthropoda, Arachnida, Trombidiformes, Eriophyidae, Acalitus, Acalitus vaccinii","Coprvp1",624,73.6,1
"862","ESV_027647","Eukaryota, Oomycota, , , , , ","Coprvp1",525,81,8
"863","ESV_027648","Eukaryota, Oomycota, , , , , ","Coprvp1",490,85.3,5
"864","ESV_027649","Eukaryota, , , , , , ","Coprvp1",438,73,3
"865","ESV_027650","Eukaryota, , , , , , ","Coprvp1",270,75.5,8
"866","ESV_027651","Eukaryota, , , , , , ","Coprvp1",166,73,6
"867","ESV_027652","Eukaryota, Rotifera, Eurotatoria, Ploima, , , ","Coprvp1",156,85.4,3
"868","ESV_027653","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, , ","Coprvp1",124,93.9,3
"869","ESV_027654","Eukaryota, Bacillariophyta, Bacillariophyceae, Bacillariales, Bacillariaceae, Nitzschia, Nitzschia palea","Coprvp1",113,82.2,1
"870","ESV_027655","Eukaryota, Oomycota, , , , , ","Coprvp1",112,81,15
